FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex
Aron,Gunnarsson,MID,CAR,4500000,0,0,0,0,0,0,7423,0,0,0,0,0,0,0,0,7423,0,0,0,0,0,0,0,0,0,0,0,0,1.3,244,0,0,0,0,0,244,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
Florent,Hadergjonaj,DEF,HUD,4500000,1,1,1,2.22E-07,2.22E-07,0,189,0,3,0,0,0,0,0,0.2,189,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,56,0,0,0,0,90,56,0,0,12,Man City,Cardiff City,Everton,Crystal Palace,Leicester,3
Greg,Halford,DEF,CAR,4000000,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,47,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
Ben,Hamer,GLK,HUD,4000000,1,1,1,2.50E-07,2.50E-07,0,2445,0,3,0,1,0,0,0,0.3,2445,0,0,1,0,0.3,0,1,0,0,0,0,0,3.3,20980,0,0,0,0,90,20980,0,0,11,Man City,Cardiff City,Everton,Crystal Palace,Leicester,1.3
Joe,Hart,GLK,BUR,4500000,7,7,7,1.56E-06,1.56E-06,0,2837,0,0,0,3,0,0,0,1.6,2837,0,0,7,0,1.6,0,7,0,0,1,0,0,4.9,18018,0,0,0,0,90,18018,0,0,26,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,2.7
Kortney,Hause,DEF,WOL,4000000,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0.1,712,0,0,0,0,0,712,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0
Isaac,Hayden,MID,NEW,4500000,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0.2,157,0,0,0,0,0,157,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0
Eden,Hazard,MID,CHE,10500000,4,4,4,3.81E-07,3.81E-07,0,14055,0,0,0,0,0,0,0,0.4,14055,0,0,4,0,0.4,0,4,0,0,0,0,1,11,15763,0,0,0,0,14,15763,0,0,21,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,4.8
Tom,Heaton,GLK,BUR,5000000,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0.1,122,0,0,0,0,0,122,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Tomer,Hemed,FWD,BHA,5000000,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0.2,254,0,0,0,0,0,254,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
Jordan,Henderson,MID,LIV,5500000,1,1,1,1.82E-07,1.82E-07,0,4209,0,0,0,0,0,0,0,0.2,4209,0,0,1,0,0.2,0,1,0,0,0,0,0,1.3,1267,0,0,0,0,21,1267,0,0,3,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0.3
Jeff,Hendrick,MID,BUR,5500000,3,3,3,5.45E-07,5.45E-07,0,372,0,0,0,0,0,0,0,0.5,372,0,0,3,0,0.5,0,3,0,0,1,0,0,0.2,260,0,0,0,0,75,260,0,0,1,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,4.5
Wayne,Hennessey,GLK,CRY,4500000,9,9,9,2.00E-06,2.00E-06,0,2365,0,0,0,6,0,0,0,2,2365,0,0,9,0,2,0,9,1,0,1,0,0,1.7,13389,0,0,0,0,90,13389,0,0,33,Liverpool,Watford,Southampton,Huddersfield,Newcastle,4.3
Ander,Herrera,MID,MUN,5000000,0,0,0,0,0,0,1690,0,0,0,0,0,0,0,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0.2,83,0,0,0,0,0,83,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Wesley,Hoedt,DEF,SOU,4500000,6,6,6,1.33E-06,1.33E-06,0,617,0,0,0,0,0,0,0,1.3,617,0,0,6,0,1.3,0,6,0,0,1,0,0,0.4,1206,0,0,0,0,90,1206,0,0,22,Everton,Leicester,Crystal Palace,Brighton,Liverpool,1.1
Jonathan,Hogg,MID,HUD,4500000,2,2,2,4.44E-07,4.44E-07,0,813,0,3,0,0,0,0,0,0.4,813,0,0,2,0,0.4,0,2,0,0,0,0,0,0.3,1073,0,0,0,0,90,1073,0,0,18,Man City,Cardiff City,Everton,Crystal Palace,Leicester,1.2
David Junior,Hoilett,MID,CAR,5500000,2,2,2,3.64E-07,3.64E-07,0,1351,0,2,0,0,0,0,0,0.4,1351,0,0,2,0,0.4,0,2,0,0,0,0,0,0.4,186,0,0,0,0,90,186,0,0,6,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,4.5
Pierre-Emile,H?jbjerg,MID,SOU,4500000,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0.5,239,0,0,0,0,0,239,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
Rob,Holding,DEF,ARS,4500000,0,0,0,0,0,0,2144,0,0,0,0,0,0,0,0,2144,0,0,0,0,0,0,0,0,0,0,0,0,0.7,862,0,0,0,0,0,862,0,0,0,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0
Jose,Holebas,DEF,WAT,4500000,13,13,13,2.89E-06,2.89E-06,0,4974,1,0,0,0,0,0,0,2.9,4974,0,0,13,0,2.9,0,13,2,0,1,0,2,3.1,83936,0,0,0,1,90,83936,0,0,47,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,12.5
Mason,Holgate,DEF,EVE,4500000,0,0,0,0,0,0,283,0,2,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0.1,333,0,0,0,0,47,333,0,0,8,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,1.4
Callum,Hudson-Odoi,MID,CHE,4500000,0,0,0,0,0,0,10623,0,0,0,0,0,0,0,0,10623,0,0,0,0,0,0,0,0,0,0,0,0,2.3,748,0,0,0,0,0,748,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Will,Hughes,MID,WAT,5000000,3,3,3,6.00E-07,6.00E-07,0,1370,0,0,0,0,0,0,0,0.6,1370,0,0,3,0,0.6,0,3,0,0,1,0,0,0.5,473,0,0,0,0,80,473,0,0,3,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,3.2
Jordan,Hugill,FWD,WHU,5000000,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,141,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Emerson,Hyndman,MID,BOU,4500000,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3,0,0,0,0,0,3,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0
Jordon,Ibe,MID,BOU,5500000,0,0,0,0,0,0,2995,0,0,0,0,0,0,0,0,2995,0,0,0,0,0,0,0,0,0,0,0,0,0.6,190,0,0,0,0,0,190,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0
Vicente,Iborra,MID,LEI,5000000,1,1,1,2.00E-07,2.00E-07,0,348,0,1,0,0,0,0,0,0.2,348,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,67,0,0,0,0,10,67,0,0,5,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0.5
Kelechi,Iheanacho,FWD,LEI,6000000,2,2,2,3.33E-07,3.33E-07,0,3159,0,2,0,0,0,0,0,0.3,3159,0,0,2,0,0.3,0,2,0,0,0,0,0,1.2,5287,0,0,0,0,90,5287,0,0,2,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,3.4
Tom,Ince,MID,HUD,5000000,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
Danny,Ings,FWD,SOU,5500000,1,1,1,1.82E-07,1.82E-07,0,3323,0,0,0,0,0,0,0,0.2,3323,0,0,1,0,0.2,0,1,0,0,0,0,0,1.9,4977,0,0,0,0,34,4977,0,0,6,Everton,Leicester,Crystal Palace,Brighton,Liverpool,6.4
Alex,Iwobi,MID,ARS,5500000,0,0,0,0,0,0,3446,0,0,0,0,0,0,0,0,3446,0,0,0,0,0,0,0,0,0,0,0,0,0.8,477,0,0,0,0,0,477,0,0,0,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0
,Izquierdo,MID,BHA,6000000,0,0,0,0,0,0,1677,0,0,0,0,0,0,0,0,1677,0,0,0,0,0,0,0,0,0,0,0,0,0.2,30,0,0,0,0,0,30,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
Jaroslaw,Jach,DEF,CRY,4000000,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0.1,38,0,0,0,0,0,38,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Phil,Jagielka,DEF,EVE,4500000,-3,-3,-3,-6.67E-07,-6.67E-07,0,19539,0,2,0,0,0,0,0,-0.7,19539,0,0,-3,0,-0.7,0,-3,0,0,0,0,0,1.7,790,0,0,0,0,39,790,0,1,-5,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Alireza,Jahanbakhsh,MID,BHA,7000000,1,1,1,1.43E-07,1.43E-07,0,4958,0,0,0,0,0,0,0,0.1,4958,0,0,1,0,0.1,0,1,0,0,0,0,0,1.5,229,0,0,0,0,19,229,0,0,3,Man Utd,Liverpool,Fulham,Southampton,Tottenham,1.7
Eldin,Jakupovic,GLK,LEI,4500000,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,0,0,0,0,0,43,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Matty,James,MID,LEI,4500000,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,84,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Daryl,Janmaat,DEF,WAT,5000000,7,7,7,1.40E-06,1.40E-06,0,704,0,0,0,0,0,0,0,1.4,704,0,0,7,0,1.4,0,7,1,0,1,0,0,0.6,1577,0,0,0,0,90,1577,0,0,25,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,4.3
,Jazz Richards,DEF,CAR,4000000,0,0,0,0,0,0,2376,0,0,0,0,0,0,0,0,2376,0,0,0,0,0,0,0,0,0,0,0,0,1,543,0,0,0,0,0,543,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
,Jesus,FWD,MCI,10500000,1,1,1,9.52E-08,9.52E-08,0,7492,0,0,0,0,0,0,0,0.1,7492,0,0,1,0,0.1,0,1,0,0,0,0,0,2.7,2022,0,0,0,0,11,2022,0,0,1,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0.1
Raul,Jimenez,FWD,WOL,5500000,6,6,6,1.09E-06,1.09E-06,0,5738,0,2,0,0,0,1,0,1.1,5738,0,0,6,0,1.1,0,6,0,0,0,0,0,3.9,38441,0,0,0,0,90,38441,0,0,25,Leicester,Man City,West Ham,Burnley,Man Utd,12
Stefan,Johansen,MID,FUL,5500000,1,1,1,1.82E-07,1.82E-07,0,749,0,0,0,0,0,0,0,0.2,749,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,35,0,0,0,0,8,35,0,0,6,Tottenham,Burnley,Brighton,Man City,Watford,1.1
Phil,Jones,DEF,MUN,5500000,0,0,0,0,0,0,32285,0,0,0,0,0,0,0,0,32285,0,0,0,0,0,0,0,0,0,0,0,0,2.8,314,0,0,0,0,0,314,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
,Jonny,DEF,WOL,4500000,1,1,1,2.22E-07,2.22E-07,0,1420,0,2,0,0,0,0,0,0.2,1420,0,0,1,0,0.2,0,1,0,0,0,0,0,0.6,433,0,0,0,0,75,433,0,0,6,Leicester,Man City,West Ham,Burnley,Man Utd,1.1
,Jordan Ayew,FWD,CRY,6000000,0,0,0,0,0,0,2677,0,0,0,0,0,0,0,0,2677,0,0,0,0,0,0,0,0,0,0,0,0,0.5,333,0,0,0,0,0,333,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
,Jorginho,MID,CHE,5000000,9,9,9,1.80E-06,1.80E-06,0,9417,0,0,0,0,0,1,0,1.8,9417,0,0,9,0,1.8,0,9,1,0,1,0,0,10.8,82932,0,0,0,0,90,82932,0,0,31,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,7.9
,Joselu,FWD,NEW,5000000,5,5,5,1.00E-06,1.00E-06,0,6034,1,2,0,0,0,1,0,1,6034,0,0,5,0,1,0,5,1,0,0,0,0,2.8,32754,0,0,0,0,58,32754,0,0,30,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,12.2
Diogo,Jota,MID,WOL,6500000,5,5,5,7.69E-07,7.69E-07,0,16540,0,2,0,0,0,0,0,0.8,16540,0,0,5,0,0.8,0,5,0,0,0,0,1,6.3,2832,0,0,0,0,90,2832,0,0,15,Leicester,Man City,West Ham,Burnley,Man Utd,1.9
Christian,Kabasele,DEF,WAT,4500000,6,6,6,1.33E-06,1.33E-06,0,916,0,0,0,0,0,0,0,1.3,916,0,0,6,0,1.3,0,6,0,0,1,0,0,0.7,1167,0,0,0,0,90,1167,0,0,17,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,3
Younes,Kaboul,DEF,WAT,4500000,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0.2,107,0,0,0,0,0,107,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
Elias,Kachunga,FWD,HUD,5000000,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0.1,126,0,0,0,0,0,126,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
Sullay,Kaikai,MID,CRY,4500000,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0.2,114,0,0,0,0,0,114,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Aboubakar,Kamara,FWD,FUL,4500000,1,1,1,2.22E-07,2.22E-07,0,17645,0,1,0,0,0,0,0,0.2,17645,0,0,1,0,0.2,0,1,0,0,0,0,0,10.9,17550,0,0,0,0,29,17550,0,0,2,Tottenham,Burnley,Brighton,Man City,Watford,5.4
Harry,Kane,FWD,TOT,12500000,1,1,1,8.00E-08,8.00E-08,0,35121,1,1,0,0,0,0,0,0.1,35121,0,0,1,0,0.1,0,1,0,0,0,0,0,31.1,16100,0,0,0,0,90,16100,0,0,5,Fulham,Man Utd,Watford,Liverpool,Brighton,5.7
N'Golo,Kante,MID,CHE,5000000,8,8,8,1.60E-06,1.60E-06,0,15636,0,0,0,0,0,1,0,1.6,15636,0,0,8,0,1.6,0,8,0,0,1,0,0,21.1,45153,0,0,0,0,90,45153,0,0,30,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,7.1
Loris,Karius,GLK,LIV,5000000,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0.2,153,0,0,0,0,0,153,0,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0
Beram,Kayal,MID,BHA,4500000,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0.1,88,0,0,0,0,0,88,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
Michael,Keane,DEF,EVE,5000000,5,5,5,1.00E-06,1.00E-06,0,3183,0,2,0,0,0,0,0,1,3183,0,0,5,0,1,0,5,1,0,0,0,1,2.7,5541,0,0,0,0,90,5541,0,0,27,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,7.6
Neeskens,Kebano,MID,FUL,4500000,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0.1,60,0,0,0,0,0,60,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0
Naby,Keita,MID,LIV,7500000,3,3,3,4.00E-07,4.00E-07,0,10380,0,0,0,0,0,0,0,0.4,10380,0,0,3,0,0.4,0,3,0,0,1,0,0,5.2,11204,0,0,0,0,90,11204,0,0,15,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,3.8
Martin,Kelly,DEF,CRY,4000000,0,0,0,0,0,0,26029,0,0,0,0,0,0,0,0,26029,0,0,0,0,0,0,0,0,0,0,0,0,8.1,2594,0,0,0,0,0,2594,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
,Kenedy,MID,NEW,5000000,2,2,2,4.00E-07,4.00E-07,0,4649,0,2,0,0,0,0,0,0.4,4649,0,0,2,0,0.4,0,2,0,0,0,0,0,2.5,4330,0,0,0,0,90,4330,0,0,8,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,1.7
Jonjoe,Kenny,DEF,EVE,4500000,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,0.2,219,0,0,0,0,0,219,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
,Kepa,GLK,CHE,5500000,6,6,6,1.09E-06,1.09E-06,0,4067,0,0,0,1,0,0,0,1.1,4067,0,0,6,0,1.1,0,6,0,0,1,0,0,3.5,16021,0,0,0,0,90,16021,0,0,23,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0.9
,Ki Sung-yueng,MID,NEW,5000000,0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0.2,62,0,0,0,0,0,62,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0
,Kiko Femenia,DEF,WAT,4500000,1,1,1,2.22E-07,2.22E-07,0,2431,0,0,0,0,0,0,0,0.2,2431,0,0,1,0,0.2,0,1,0,0,0,0,0,0.5,84,0,0,0,0,3,84,0,0,5,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0.2
Joshua,King,FWD,BOU,6500000,2,2,2,3.08E-07,3.08E-07,0,14980,0,0,0,0,0,0,0,0.3,14980,0,0,2,0,0.3,0,2,0,0,1,0,0,7.7,3911,0,0,0,0,90,3911,0,0,1,West Ham,Everton,Chelsea,Leicester,Burnley,4.6
Davy,Klaassen,MID,EVE,6000000,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Ragnar,Klavan,DEF,LIV,4500000,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0.1,56,0,0,0,0,0,56,0,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0
Anthony,Knockaert,MID,BHA,5500000,2,2,2,3.64E-07,3.64E-07,0,1428,0,2,0,0,0,0,0,0.4,1428,0,0,2,0,0.4,0,2,0,0,0,0,0,0.5,214,0,0,0,0,90,214,0,0,4,Man Utd,Liverpool,Fulham,Southampton,Tottenham,3.6
Sead,Kolasinac,DEF,ARS,5000000,0,0,0,0,0,0,5359,0,0,0,0,0,0,0,0,5359,0,0,0,0,0,0,0,0,0,0,0,0,0.6,154,0,0,0,0,0,154,0,0,0,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0
Vincent,Kompany,DEF,MCI,5500000,0,0,0,0,0,0,8932,0,0,0,0,0,0,0,0,8932,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2169,0,0,0,0,0,2169,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0
Terence,Kongolo,DEF,HUD,4500000,0,0,0,0,0,0,689,1,3,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0.3,206,0,0,0,0,90,206,0,0,7,Man City,Cardiff City,Everton,Crystal Palace,Leicester,2
Laurent,Koscielny,DEF,ARS,5500000,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0.1,97,0,0,0,0,0,97,0,0,0,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0
Cheikhou,Kouyate,MID,CRY,5000000,1,1,1,2.00E-07,2.00E-07,0,2094,0,0,0,0,0,0,0,0.2,2094,0,0,1,0,0.2,0,1,0,0,0,0,0,0.5,211,0,0,0,0,2,211,0,0,3,Liverpool,Watford,Southampton,Huddersfield,Newcastle,2.2
Mateo,Kovacic,MID,CHE,6000000,0,0,0,0,0,0,8885,0,0,0,0,0,0,0,0,8885,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2385,0,0,0,0,0,2385,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Alexandre,Lacazette,FWD,ARS,9500000,1,1,1,1.05E-07,1.05E-07,0,14885,0,1,0,0,0,0,0,0.1,14885,0,0,1,0,0.1,0,1,0,0,0,0,0,4.1,3067,0,0,0,0,36,3067,0,0,-4,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0.2
Adam,Lallana,MID,LIV,7000000,0,0,0,0,0,0,3934,0,0,0,0,0,0,0,0,3934,0,0,0,0,0,0,0,0,0,0,0,0,1.5,311,0,0,0,0,0,311,0,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0
Erik,Lamela,MID,TOT,6500000,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0.1,54,0,0,0,0,0,54,0,0,0,Fulham,Man Utd,Watford,Liverpool,Brighton,0
Manuel,Lanzini,MID,WHU,6500000,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,65,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Aymeric,Laporte,DEF,MCI,5500000,6,6,6,1.09E-06,1.09E-06,0,1843,0,0,0,0,0,0,0,1.1,1843,0,0,6,0,1.1,0,6,0,0,1,0,0,1.4,5989,0,0,0,0,90,5989,0,0,21,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,5.3
Jamaal,Lascelles,DEF,NEW,5000000,1,1,1,2.00E-07,2.00E-07,0,16223,0,2,0,0,0,0,0,0.2,16223,0,0,1,0,0.2,0,1,0,0,0,0,0,8.5,1816,0,0,0,0,90,1816,0,0,16,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,2.1
Maxime,Le Marchand,DEF,FUL,4500000,1,1,1,2.22E-07,2.22E-07,0,899,0,2,0,0,0,0,0,0.2,899,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,174,0,0,0,0,90,174,0,0,20,Tottenham,Burnley,Brighton,Man City,Watford,2.7
Florian,Lejeune,DEF,NEW,4500000,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0
Mario,Lemina,MID,SOU,5000000,3,3,3,6.00E-07,6.00E-07,0,617,0,0,0,0,0,0,0,0.6,617,0,0,3,0,0.6,0,3,0,0,1,0,0,0.2,473,0,0,0,0,90,473,0,0,7,Everton,Leicester,Crystal Palace,Brighton,Liverpool,7
Aaron,Lennon,MID,BUR,5000000,3,3,3,6.00E-07,6.00E-07,0,830,0,0,0,0,0,0,0,0.6,830,0,0,3,0,0.6,0,3,0,0,1,0,0,0.4,1059,0,0,0,0,90,1059,0,0,6,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,3.9
Bernd,Leno,GLK,ARS,5000000,0,0,0,0,0,0,7454,0,0,0,0,0,0,0,0,7454,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1343,0,0,0,0,0,1343,0,0,0,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0
Jefferson,Lerma,MID,BOU,4500000,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0.3,299,0,0,0,0,0,299,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0
,Lewis Cook,MID,BOU,5000000,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,0,0,0,0,0,0.3,106,0,0,0,0,0,106,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0
Stephan,Lichtsteiner,DEF,ARS,5000000,1,1,1,2.00E-07,2.00E-07,0,6960,0,1,0,0,0,0,0,0.2,6960,0,0,1,0,0.2,0,1,0,0,0,0,0,2.4,2691,0,0,0,0,55,2691,0,0,0,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0.9
Anders,Lindegaard,GLK,BUR,4500000,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0.2,51,0,0,0,0,0,51,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Victor,Lindelof,DEF,MUN,5000000,2,2,2,4.00E-07,4.00E-07,0,2514,0,1,0,0,0,0,0,0.4,2514,0,0,2,0,0.4,0,2,0,0,0,0,0,1.4,3267,0,0,0,0,90,3267,0,0,15,Brighton,Tottenham,Burnley,Watford,Wolverhampton,2.6
Jesse,Lingard,MID,MUN,7000000,0,0,0,0,0,0,36828,0,0,0,0,0,0,0,0,36828,0,0,0,0,0,0,0,0,0,0,0,0,5.1,715,0,0,0,0,0,715,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Fernando,Llorente,FWD,TOT,6000000,0,0,0,0,0,0,2264,0,0,0,0,0,0,0,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,0.3,575,0,0,0,0,0,575,0,0,0,Fulham,Man Utd,Watford,Liverpool,Brighton,0
Hugo,Lloris,GLK,TOT,5500000,2,2,2,3.64E-07,3.64E-07,0,8539,0,1,0,1,0,0,0,0.4,8539,0,0,2,0,0.4,0,2,0,0,0,0,0,8.4,7645,0,0,0,0,90,7645,0,0,12,Fulham,Man Utd,Watford,Liverpool,Brighton,1.6
Jurgen,Locadia,FWD,BHA,5500000,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0.1,217,0,0,0,0,0,217,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
